San Antonio,15.53
Golden State,21.859
Oklahoma City,14.055
Cleveland,14.84
Toronto,8.51
LA Clippers,10.231
Atlanta,5.417
Boston,19.001
Charlotte,5.034
Utah,4.284
Indiana,7.478
Miami,31.902
Portland,5.988
Detroit,5.06
Houston,9.99
Dallas,9.891
Washington,4.561
Chicago,32.398
Orlando,9.04
Memphis,4.808
Sacramento,4.482
Denver,4.601
New York,14.878
New Orleans,3.997
Minnesota,4.222
Milwaukee,3.728
Phoenix,4.56
Brooklyn,6.449
Los Angeles,44.487
Philadelphia,4.042
